Image_Index, Avg_Start_Offset, Avg_End_Offset
615, 12.52, 37.37, -24.85, 49.88
616, 1.79, 1.58, 0.21, 3.36
617, 2.64, 3.78, -1.14, 6.42
618, 40.69, 81.21, -40.52, 121.91
619, 5.07, 7.22, -2.15, 12.29
620, 64.94, 57.95, 6.99, 122.89
621, 11.90, 12.25, -0.35, 24.14
622, 2.29, 7.54, -5.25, 9.83
623, 3.11, 8.06, -4.96, 11.17
624, 40.47, 56.12, -15.66, 96.59
625, 3.79, 6.54, -2.75, 10.33
626, 1.28, 1.72, -0.44, 2.99
627, 11.96, 23.00, -11.04, 34.96
628, 2.99, 5.78, -2.78, 8.77
629, 2.83, 6.34, -3.51, 9.18
